0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.9849230769230732,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043,0.00030769230769239043
0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.0003571428571429363,0.9824999999999962
0.9863888888888874,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.000277777777777815,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149,0.0002777777777778149
0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.9884705882352923,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832,0.00023529411764709832
0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.6597420197033195,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.0002061855670103801,0.3303610730801824
0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.9833898305084721,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078,0.0003389830508475078
0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.3013025317269716,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.6876629855144054,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532,0.00022988505747131532
0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.9851515151515111,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.0003030303030303939,0.000303030303030426
0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.0002439024390244256,0.9880487804878033,0.0002439024390244256
0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.2867144692805945,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.1320451911162,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.4179883138359942,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.15160645614695398,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993,0.00025316455696211993
